seed,cytokine,stage2_train_auc,stage2_val_auc,stage3_train_auc,stage3_val_auc,train_delta,val_delta
42,PRL,0.608492229201516,0.003761601631063831,0.8621033845718948,0.0006301016954850565,0.2536111553703788,-0.0031314999355787744
42,PSPN,0.4970616933770813,0.000736713154596754,0.7619666485354303,2.3681154270177885e-06,0.264904955158349,-0.0007343450391697362
42,RANKL,0.6957980514994375,0.0011620702555311185,0.8903733015000822,6.08754471065888e-11,0.19457525000064468,-0.0011620701946556714
42,SCF,0.5376675219774887,0.0025172314056423396,0.8822599298074841,0.005375197306530813,0.34459240782999545,0.0028579659008884733
42,TGF-beta1,0.45180775919397165,0.023511590405062236,0.7854998094450683,0.007624696471009657,0.3336920502510966,-0.015886893934052577
42,TL1A,0.664316943153061,0.15567464470687006,0.9072095180142671,0.14930321737241997,0.24289257486120608,-0.006371427334450092
42,TNF-alpha,0.6819191319866755,0.00045137520915206574,0.8933128157466649,1.1340320082903143e-07,0.21139368375998935,-0.0004512618059512367
42,TPO,0.647368067157189,0.00250972772884227,0.8500291873164474,0.020670648885754445,0.2026611201592584,0.018160921156912174
42,TRAIL,0.5239094029002702,0.0005187020934182831,0.8750334553286434,4.6773367915356376e-07,0.3511240524283732,-0.0005182343597391296
42,TSLP,0.8527989188929981,0.05388792288268711,0.961110487878509,0.01604061803902853,0.10831156898551086,-0.03784730484365858
42,TWEAK,0.5421673051928076,0.027543735525797825,0.9094727217748761,0.0349172854069804,0.3673054165820685,0.007373549881182575
42,VEGF,0.6040259165185857,0.00632501451714432,0.9079340137734079,0.0009724899328156029,0.30390809725482215,-0.005352524584328717
123,4-1BBL,0.6727599483646998,0.0005276520982531354,0.920435836849548,4.3356897351795655e-06,0.24767588848484823,-0.0005233164085179559
123,ADSF,0.4814178454156851,0.001301025380674415,0.8942431710802019,6.42057240793079e-05,0.4128253256645168,-0.0012368196565951072
123,APRIL,0.568925197481791,0.0007648033947736149,0.8140673142155515,3.1074923043885465e-10,0.2451421167337604,-0.0007648030840243844
123,BAFF,0.4890953790517053,0.021308868253602956,0.8889482338383793,0.06412495332977428,0.399852854786674,0.04281608507617132
123,C3a,0.6399854149794857,0.0007584593881547452,0.8971206486314536,2.3071337348714223e-05,0.2571352336519679,-0.0007353880508060309
123,C5a,0.634044477170436,0.4215927746441551,0.9586041033923626,0.7162770077438617,0.3245596262219266,0.2946842330997066
123,CD27L,0.7091860454562,0.033332440628304316,0.9228263891465963,0.002014988984283244,0.2136403436903963,-0.03131745164402107
123,CD30L,0.6317928661088811,0.00022230111243281702,0.8784471967272462,2.0155786276951222e-11,0.24665433061836517,-0.00022230109227703074
123,CD40L,0.7748059982314455,0.09199674856467553,0.9763100777611136,0.054104736912299924,0.2015040795296681,-0.03789201165237561
123,CT-1,0.7618462793707665,0.00016417218884344622,0.8568607300468024,4.3413032706222154e-08,0.09501445067603587,-0.00016412877581074
123,Decorin,0.46674479995566853,0.0005850942187151079,0.8463983999513088,1.833150137911765e-08,0.3796535999956403,-0.0005850758872137287
123,EGF,0.6663836023176972,0.0010079937140427496,0.8840029251605273,1.4585214379587236e-06,0.21761932284283003,-0.0010065351926047909
123,EPO,0.6080205769194554,0.0004938050797160192,0.914372133785975,1.2479836660515775e-08,0.3063515568665196,-0.0004937925998793587
123,FGF-beta,0.6380948527899629,0.0025826158290724903,0.9522461271407081,7.022344454839685e-05,0.3141512743507452,-0.0025123923845240936
123,FLT3L,0.5589968014670452,0.0006416628894803659,0.924886421330273,5.270128424069723e-07,0.36588961986322777,-0.0006411358766379589
123,FasL,0.694322562521275,0.0011561454820786861,0.9052502016015351,2.431725865216903e-06,0.21092763908026013,-0.0011537137562134692
123,G-CSF,0.6148788242840084,0.0004538082874464275,0.87244669016134,5.915906175349405e-08,0.2575678658773316,-0.000453749128384674
123,GDNF,0.4771642725420397,0.0006019092169934107,0.85582896868065,2.594077572825281e-09,0.37866469613861026,-0.0006019066229158379
123,GITRL,0.5766380115487637,0.005564440715877124,0.9150731813095512,0.0002954312465874755,0.33843516976078747,-0.005269009469289649
123,GM-CSF,0.7198239115650741,0.05796075718443119,0.9471506304495035,0.028493112975224628,0.22732671888442946,-0.02946764420920656
123,HGF,0.5313358396797571,0.00040501677340346563,0.8778866019447333,6.507447590174031e-07,0.3465507622649763,-0.0004043660286444482
123,IFN-alpha1,0.6459893583681908,0.0027545110255944973,0.8962213902432472,0.0012877670253353551,0.2502320318750564,-0.0014667440002591422
123,IFN-beta,0.8005855983162019,0.08807616413659636,0.9563371814310551,0.25976498541541876,0.15575158311485315,0.1716888212788224
123,IFN-epsilon,0.7113675890153915,0.00228375215327116,0.8552172159828246,1.8887997707136933e-06,0.1438496269674331,-0.0022818633535004462
123,IFN-gamma,0.7569787160954087,0.18321719724610777,0.9804037139177321,0.28069977323604167,0.2234249978223234,0.0974825759899339
